,datetime,location,High-Frequency Acceleration,Low-Frequency Acceleration Z,Temperature,Vibration Velocity Z,Device,alignment_status,bearing_lubrication,crest_factor,electromagnetic_status,fit_condition,kurtosis_opt,peak_value_opt,rms_10_25khz,rms_1_10khz,rotor_balance_status,rubbing_condition,velocity_rms
21,2025-04-01 00:00:35,Motor Drive End,2.96851,2.33119,19.6,5.62984,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
22,2025-04-01 00:00:35,Gearbox First Shaft Input End,2.88846,2.49248,41.5,2.40322,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
23,2025-04-01 00:00:35,Gear Reducer,1.64755,1.56764,38.8,2.38066,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
24,2025-04-01 00:00:40,Gear Reducer,1.80903,1.72055,38.8,2.90008,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
25,2025-04-01 00:00:40,Gearbox First Shaft Input End,3.04264,2.57919,41.5,1.81868,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
26,2025-04-01 00:00:40,Motor Drive End,2.75776,2.16515,19.6,6.95568,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
27,2025-04-01 00:00:45,Gear Reducer,1.62087,1.54934,38.8,2.09146,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
28,2025-04-01 00:00:45,Gearbox First Shaft Input End,2.73022,2.35941,41.5,2.58222,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
29,2025-04-01 00:00:45,Motor Drive End,2.72367,2.05484,19.6,5.92508,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
30,2025-04-01 00:00:50,Gear Reducer,1.82176,1.73928,38.8,3.01202,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
31,2025-04-01 00:00:50,Gearbox First Shaft Input End,2.96778,2.53966,41.5,1.93445,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
32,2025-04-01 00:00:50,Motor Drive End,2.97504,2.41775,19.6,5.96023,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
33,2025-04-01 00:00:55,Motor Drive End,2.48114,1.85287,19.6,6.70356,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
34,2025-04-01 00:00:55,Gearbox First Shaft Input End,2.77385,2.41325,41.5,2.53352,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
35,2025-04-01 00:00:55,Gear Reducer,1.58624,1.51082,38.8,1.86748,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
36,2025-04-01 00:01:00,Gear Reducer,1.66788,1.58086,38.8,2.41901,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
37,2025-04-01 00:01:00,Gearbox First Shaft Input End,2.83194,2.40948,41.5,2.40405,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
38,2025-04-01 00:01:00,Motor Drive End,2.98648,2.30728,19.6,5.818,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
39,2025-04-01 00:01:05,Gear Reducer,1.71505,1.62038,38.8,2.64518,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
40,2025-04-01 00:01:05,Gearbox First Shaft Input End,2.98751,2.51965,41.5,2.02466,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
41,2025-04-01 00:01:05,Motor Drive End,2.75905,2.13822,19.6,7.00578,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
42,2025-04-01 00:01:10,Gear Reducer,1.55144,1.4711,38.8,1.83651,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
43,2025-04-01 00:01:10,Gearbox First Shaft Input End,2.67085,2.30694,41.5,2.43216,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
44,2025-04-01 00:01:10,Motor Drive End,2.4304,1.79688,19.6,6.68171,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
45,2025-04-01 00:01:15,Motor Drive End,3.07399,2.48001,19.6,5.60852,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
46,2025-04-01 00:01:15,Gearbox First Shaft Input End,2.92806,2.45952,41.5,2.13669,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
47,2025-04-01 00:01:15,Gear Reducer,1.77029,1.68416,38.8,2.75021,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
48,2025-04-01 00:01:20,Gear Reducer,1.75108,1.65208,38.8,2.72131,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
49,2025-04-01 00:01:20,Gearbox First Shaft Input End,3.05919,2.56521,41.5,1.84378,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
50,2025-04-01 00:01:20,Motor Drive End,2.77968,2.16159,19.6,6.74222,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
51,2025-04-01 00:01:25,Gear Reducer,1.57142,1.49593,38.8,1.81648,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
52,2025-04-01 00:01:25,Gearbox First Shaft Input End,2.62548,2.25304,41.5,2.41609,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
53,2025-04-01 00:01:25,Motor Drive End,2.45973,1.78746,19.6,6.52409,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
54,2025-04-01 00:01:30,Gear Reducer,1.7007,1.61818,38.9,2.40163,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
55,2025-04-01 00:01:30,Gearbox First Shaft Input End,2.85873,2.42704,41.5,2.49708,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
56,2025-04-01 00:01:30,Motor Drive End,2.97121,2.3237,19.6,5.91913,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
57,2025-04-01 00:01:35,Motor Drive End,2.91151,2.27687,19.6,6.57407,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
58,2025-04-01 00:01:35,Gearbox First Shaft Input End,3.0088,2.50554,41.5,1.83187,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
59,2025-04-01 00:01:35,Gear Reducer,1.82458,1.73132,38.9,2.94579,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
60,2025-04-01 00:01:40,Gear Reducer,1.64725,1.55028,38.8,2.24302,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
61,2025-04-01 00:01:40,Gearbox First Shaft Input End,2.92288,2.43102,41.5,2.20377,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
62,2025-04-01 00:01:40,Motor Drive End,2.77358,2.21203,19.6,7.47373,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
63,2025-04-01 00:01:45,Gear Reducer,1.62893,1.54982,38.8,1.98065,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
64,2025-04-01 00:01:45,Gearbox First Shaft Input End,2.69181,2.2986,41.5,2.65228,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
65,2025-04-01 00:01:45,Motor Drive End,2.52405,1.84168,19.6,6.15547,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
66,2025-04-01 00:01:50,Gear Reducer,1.71837,1.63476,38.8,2.47805,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
67,2025-04-01 00:01:50,Gearbox First Shaft Input End,2.82838,2.36287,41.5,2.48312,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
68,2025-04-01 00:01:50,Motor Drive End,3.03365,2.33724,19.6,6.09747,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
69,2025-04-01 00:01:55,Motor Drive End,2.91462,2.31851,19.6,6.39705,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
70,2025-04-01 00:01:55,Gearbox First Shaft Input End,2.99833,2.4648,41.5,1.7876,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
71,2025-04-01 00:01:55,Gear Reducer,1.79312,1.69242,38.8,2.95537,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
72,2025-04-01 00:02:00,Gear Reducer,1.73947,1.63472,38.8,2.65485,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
73,2025-04-01 00:02:00,Gearbox First Shaft Input End,3.00288,2.43892,41.5,1.8223,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
74,2025-04-01 00:02:00,Motor Drive End,2.82097,2.27028,19.6,7.13945,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
75,2025-04-01 00:02:05,Gear Reducer,1.57611,1.48738,38.8,1.8946,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
76,2025-04-01 00:02:05,Gearbox First Shaft Input End,2.81087,2.38082,41.5,2.46264,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
77,2025-04-01 00:02:05,Motor Drive End,2.61087,2.03566,19.6,7.08516,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
78,2025-04-01 00:02:10,Gear Reducer,1.55161,1.46845,38.8,1.83719,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
79,2025-04-01 00:02:10,Gearbox First Shaft Input End,2.73392,2.32402,41.5,2.58314,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
80,2025-04-01 00:02:10,Motor Drive End,2.4579,1.8972,19.7,6.50946,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
81,2025-04-01 00:02:15,Motor Drive End,2.83725,2.12488,19.7,6.12264,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
82,2025-04-01 00:02:15,Gearbox First Shaft Input End,2.82513,2.4099,41.5,2.49775,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
83,2025-04-01 00:02:15,Gear Reducer,1.66677,1.58499,38.8,2.2901,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
84,2025-04-01 00:02:20,Gear Reducer,1.72967,1.6469,38.9,2.5111,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
85,2025-04-01 00:02:20,Gearbox First Shaft Input End,2.81755,2.3681,41.5,2.51183,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
86,2025-04-01 00:02:20,Motor Drive End,2.88708,2.18364,19.6,6.05748,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
87,2025-04-01 00:02:25,Gear Reducer,1.75243,1.65222,38.9,2.85739,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
88,2025-04-01 00:02:25,Gearbox First Shaft Input End,2.97054,2.44637,41.5,2.02857,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
89,2025-04-01 00:02:25,Motor Drive End,2.96169,2.30897,19.6,6.14042,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
90,2025-04-01 00:02:30,Gear Reducer,1.73925,1.64477,38.8,2.86712,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
91,2025-04-01 00:02:30,Gearbox First Shaft Input End,2.93286,2.39571,41.4,2.0947,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
92,2025-04-01 00:02:30,Motor Drive End,2.99973,2.33153,19.7,5.95303,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
93,2025-04-01 00:02:40,Motor Drive End,,,19.7,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
94,2025-04-01 00:02:40,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
95,2025-04-01 00:02:40,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
96,2025-04-01 00:02:50,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
97,2025-04-01 00:02:50,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
98,2025-04-01 00:02:50,Motor Drive End,,,19.6,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
99,2025-04-01 00:03:00,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
100,2025-04-01 00:03:00,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
101,2025-04-01 00:03:00,Motor Drive End,,,19.6,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
102,2025-04-01 00:03:10,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
103,2025-04-01 00:03:10,Motor Drive End,,,19.6,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
104,2025-04-01 00:03:10,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
105,2025-04-01 00:03:20,Gear Reducer,,,38.7,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
106,2025-04-01 00:03:20,Gearbox First Shaft Input End,,,41.2,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
107,2025-04-01 00:03:20,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
108,2025-04-01 00:03:30,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
109,2025-04-01 00:03:30,Gearbox First Shaft Input End,,,41.2,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
110,2025-04-01 00:03:30,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
111,2025-04-01 00:03:40,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
112,2025-04-01 00:03:40,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
113,2025-04-01 00:03:40,Gearbox First Shaft Input End,,,41.2,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
114,2025-04-01 00:03:50,Gearbox First Shaft Input End,,,41.2,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
115,2025-04-01 00:03:50,Motor Drive End,,,19.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
116,2025-04-01 00:03:50,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
117,2025-04-01 00:04:00,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
118,2025-04-01 00:04:00,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
119,2025-04-01 00:04:00,Motor Drive End,,,19.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
120,2025-04-01 00:04:10,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
121,2025-04-01 00:04:10,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
122,2025-04-01 00:04:10,Motor Drive End,,,19.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
123,2025-04-01 00:04:20,Motor Drive End,,,19.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
124,2025-04-01 00:04:20,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
125,2025-04-01 00:04:20,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
126,2025-04-01 00:04:30,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
127,2025-04-01 00:04:30,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
128,2025-04-01 00:04:30,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
129,2025-04-01 00:04:40,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
130,2025-04-01 00:04:40,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
131,2025-04-01 00:04:40,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
132,2025-04-01 00:04:50,Motor Drive End,,,19.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
133,2025-04-01 00:04:50,Gear Reducer,,,38.8,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
134,2025-04-01 00:04:50,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
135,2025-04-01 00:05:00,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
136,2025-04-01 00:05:00,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
137,2025-04-01 00:05:00,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
